days
3
23
17
87
10
72
59
93
198
30
112
45
10
9
72
102
23
101
10
157
8
23
28
58
22
56
65
109
86
81
78
65
72
24
18
10
114
45
38
23
53
24
65
65
49
37
23
99
106
31
58
52
17
57
66
23
32
10
37
10
10
37
10
17
44
51
35
31
50
17
137
114
73
59
16
23
79
9
31
73
24
24
56
30
56
15
24
43
71
24
100
59
51
78
79
21
37
43
79
36
15
86
43
28
9
79
42
108
65
84
35
46
56
60
115
46
100
105
16
50
81
8
92
51
51
148
46
113
56
65
57
46
21
64
106
44
28
49
18
100
57
22
30
17
11
49
67
16
31
65
163
32
15
87
98
28
39
57
113
85
190
56
45
99
39
21
112
7
18
11
70
22
128
197
49
71
92
70
8
42
42
14
30
32
31
109
39
95
79
133
71
64
65
51
10
44
16
11
58
4
14
56
31
7
22
108
31
81
14
81
44
25
11
24
4
73
77
49
16
22
52
3
92
46
37
67
58
49
42
49
189
49
45
46
63
74
67
84
28
35
115
21
14
18
11
4
95
77
98
105
46
60
16
32
95
67
11
9
25
25
36
23
30
25
17
18
81
25
18
67
78
52
18
31
30
22
8
46
57
38
25
56
49
74
46
52
93
24
32
130
277
11
53
25
38
53
51
51
10
80
10
74
116
53
32
46
29
18
18
25
56
78
185
11
18
25
59
63
172
25
31
112
32
32
64
114
120
44
24
52
164
122
59
176
66
53
22
32
38
156
66
44
53
32
65
46
53
25
14
21
51
66
50
65
232
73
233
51
35
100
52
29
137
94
16
53
30
178
87
23
179
18
17
30
115
23
38
16
38
80
81
108
45
66
16
14
24
22
101
10
66
16
81
31
32
52
45
79
52
115
262
44
79
93
23
165
80
79
51
21
100
51
93
112
23
9
29
46
51
9
80
184
17
8
65
52
42
121
142
24
77
37
65
14
128
51
10
56
9
10
46
43
45
49
22
9
57
72
119
37
16
51
46
23
9
65
107
51
9
37
70
23
65
44
156
57
65
51
15
71
29
254
77
50
14
23
39
21
21
8
30
21
85
30
30
149
176
29
25
106
43
35
112
46
49
58
57
29
72
43
134
183
22
21
114
64
35
100
58
64
14
23
9
15
43
84
29
79
23
71
49
38
50
32
37
64
88
35
63
29
21
106
15
16
15
17
29
36
113
36
176
24
56
22
29
15
15
43
91
98
29
24
28
56
127
14
21
77
35
11
29
28
11
45
56
115
11
25
71
22
140
73
39
14
91
15
43
14
46
91
78
42
28
38
92
35
39
28
51
28
39
7
42
32
178
42
21
63
119
70
91
21
98
56
50
7
130
185
70
56
25
77
57
59
42
28
56
94
17
196
51
21
14
10
21
22
63
21
84
7
39
31
21
21
39
14
31
113
63
51
14
45
51
39
28
102
63
270
53
21
94
126
94
59
161
18
56
42
58
77
15
70
56
88
32
28
126
42
10
119
56
22
46
21
10
29
32
39
87
14
79
67
56
11
70
59
14
28
46
73
46
51
14
66
11
80
45
32
51
109
45
25
9
8
8
9
9
9
50
32
3
3
9
53
3
9
60
3
9
11
11
11
39
88
74
15
80
154
170
30
102
116
58
39
78
53
8
42
67
72
46
37
63
39
31
60
29
81
73
24
57
72
38
53
102
24
60
53
53
60
31
46
25
101
23
65
10
9
18
38
108
100
88
10
31
29
9
9
24
16
11
9
11
53
77
30
171
116
10
4
4
4
23
30
53
74
29
45
126
136
8
31
24
44
102
36
100
92
38
24
17
23
30
94
101
15
24
30
112
66
24
56
38
63
22
80
51
36
129
86
44
32
79
30
86
136
107
45
11
46
248
42
45
11
45
16
10
36
52
51
21
93
66
24
130
16
23
42
114
9
9
116
157
72
42
102
101
18
39
58
53
50
35
113
66
73
79
93
29
44
72
79
23
64
58
8
86
58
15
37
51
51
100
58
31
58
93
43
8
30
78
113
94
30
71
9
86
21
70
43
57
71
37
184
9
43
37
8
56
46
46
23
38
101
22
37
50
49
30
24
37
114
43
24
52
22
71
39
36
24
113
46
14
63
107
31
184
50
71
56
207
67
35
36
78
36
8
60
15
92
35
8
22
8
93
11
95
70
59
43
38
50
35
197
93
151
50
150
24
45
32
28
130
78
91
38
49
57
56
56
53
21
46
42
18
46
29
37
107
32
84
84
29
175
15
8
28
141
45
39
49
70
39
52
56
52
63
42
79
14
35
46
18
88
35
7
38
7
109
7
17
38
74
81
46
14
39
81
77
60
53
52
52
35
42
30
21
53
58
42
18
53
18
25
73
130
14
116
73
28
95
74
102
7
4
46
74
66
32
10
46
65
31
36
24
53
16
15
25
31
38
11
94
32
31
115
58
39
18
46
78
46
23
31
32
25
37
81
11
10
52
66
23
38
24
39
44
45
142
24
87
32
25
17
39
142
52
52
45
44
81
142
16
38
31
142
38
46
52
36
60
94
268
24
74
31
23
79
66
16
38
11
53
60
66
31
45
52
38
59
99
16
38
10
24
92
66
45
16
30
78
23
52
94
78
171
66
65
21
15
66
46
66
25
66
73
24
73
52
10
105
10
44
10
261
24
9
129
30
38
44
128
177
37
43
10
114
169
45
64
30
128
30
177
72
24
51
93
60
156
11
65
59
93
87
30
24
30
73
8
10
94
73
44
23
18
37
177
51
56
129
52
56
37
9
50
64
57
80
107
86
22
93
91
11
72
8
36
65
38
30
57
24
59
44
36
98
67
35
64
37
21
44
37
79
8
15
44
25
39
22
9
57
36
57
71
60
58
43
212
50
30
35
126
60
80
108
57
85
31
36
29
15
60
15
72
29
72
8
36
142
77
8
102
29
32
8
50
42
8
31
51
151
63
35
9
142
63
25
106
50
43
25
63
78
63
15
18
53
36
11
17
50
17
35
88
11
71
43
32
66
22
78
63
10
46
14
35
21
25
86
32
105
65
46
115
36
29
77
22
17
35
43
8
43
91
49
64
56
53
50
99
42
84
8
64
39
78
57
25
38
60
56
14
63
8
14
60
50
46
88
164
112
57
49
36
80
172
32
65
32
39
51
17
63
49
37
56
37
204
32
45
28
63
36
18
25
94
11
49
7
60
46
148
144
74
73
60
67
171
30
11
93
53
22
66
67
32
60
74
29
10
66
9
28
130
32
39
115
10
11
129
88
123
115
11
17
45
15
53
25
171
39
95
58
52
53
59
151
25
28
43
53
38
158
53
44
46
39
31
18
53
52
53
25
24
46
21
28
10
38
11
30
29
116
44
35
24
8
86
53
24
67
39
178
87
52
35
38
28
59
39
71
38
24
73
9
71
32
87
73
66
10
80
10
52
72
31
108
58
9
30
93
9
9
30
78
120
73
23
23
9
10
10
52
11
10
10
51
10
24
31
15
107
8
18
38
31
164
11
23
52
38
57
150
15
80
10
64
80
73
108
93
10
39
30
30
57
37
45
8
72
52
32
51
31
16
52
24
50
22
31
107
70
28
72
72
46
28
57
64
65
16
10
20
37
22
92
59
45
24
9
30
52
38
58
29
84
15
15
22
16
23
37
36
9
22
163
71
64
25
36
84
23
57
46
14
29
43
71
43
7
84
46
58
57
71
22
23
71
29
30
43
43
30
79
15
112
65
21
22
88
64
91
14
77
163
44
51
74
65
36
86
50
8
58
30
29
78
50
43
85
24
98
91
43
15
65
78
28
162
64
15
8
70
78
32
116
29
50
78
155
217
57
81
56
15
57
23
35
39
36
120
134
22
67
49
38
142
141
56
87
70
67
4
15
14
85
30
36
91
203
42
45
8
64
74
70
14
37
73
15
14
77
84
29
22
39
42
29
14
31
4
15
49
71
84
21
11
74
78
28
175
28
31
35
35
35
126
52
49
163
49
133
57
29
21
56
42
56
64
11
16
135
56
39
21
25
70
60
14
11
123
59
46
14
60
92
49
70
18
154
67
18
64
28
86
36
43
92
38
116
18
32
165
43
4
37
49
10
46
25
18
164
38
74
39
21
38
25
52
32
81
22
25
14
53
23
18
74
53
18
67
32
10
59
59
36
17
73
67
39
44
24
24
67
51
23
39
71
39
25
8
32
158
192
24
50
24
71
45
74
30
37
85
10
32
37
102
11
9
23
17
45
16
65
64
171
38
10
73
91
37
22
66
22
24
15
52
129
164
49
21
44
87
108
59
29
59
24
23
43
86
52
58
58
9
107
17
142
37
59
45
46
46
9
22
35
58
88
52
36
31
241
57
44
49
50
43
150
17
31
71
10
16
149
58
4
44
22
36
130
7
226
22
77
24
57
15
23
58
49
77
36
29
106
51
8
100
102
29
51
56
44
22
84
49
30
28
56
25
46
30
147
100
16
16
31
32
78
15
10
24
24
21
126
56
52
144
84
63
65
58
58
29
32
38
21
32
65
30
8
22
23
22
49
22
15
74
77
186
101
64
45
32
36
135
35
50
22
109
56
49
4
17
53
49
77
56
43
79
46
148
25
10
56
57
14
25
70
57
168
24
80
46
8
84
25
45
64
43
11
15
196
116
52
63
24
99
21
50
99
10
29
21
49
45
81
36
50
25
70
63
52
4
21
102
11
136
8
28
21
24
42
4
35
81
148
78
57
17
63
30
21
21
106
84
14
21
21
14
109
49
80
84
24
59
77
238
109
59
49
46
35
28
58
17
42
25
84
91
52
102
35
112
22
60
29
112
186
80
70
115
60
4
81
45
32
22
91
66
161
81
24
46
31
53
44
79
22
4
101
44
18
18
235
60
73
39
88
39
51
45
73
109
53
17
4
158
71
24
25
15
73
46
50
46
28
64
36
45
29
39
39
73
18
25
17
24
28
53
17
87
50
25
36
95
38
156
25
24
25
15
66
17
24
72
43
31
38
70
45
71
24
52
14
17
24
7
93
73
31
17
52
65
46
11
38
122
30
18
42
24
38
24
85
56
52
77
58
31
91
14
45
24
94
44
43
10
17
49
17
22
60
42
15
66
43
32
31
37
23
46
29
120
38
87
29
56
44
31
17
106
43
28
46
17
122
17
32
43
66
64
225
56
92
31
39
58
59
15
52
45
190
43
50
52
38
37
35
21
15
8
17
21
23
44
24
10
51
7
17
149
37
44
88
72
17
39
116
71
4
57
14
29
80
37
92
10
4
15
23
9
79
58
22
10
36
72
15
14
18
32
58
22
15
176
15
15
57
25
65
17
16
50
21
85
28
100
77
71
71
23
24
43
15
51
81
22
15
42
43
84
59
114
43
65
29
51
84
56
21
50
25
42
92
29
35
18
28
22
16
39
42
63
43
42
77
66
18
70
77
50
63
86
43
14
7
24
63
49
49
77
106
98
71
18
102
84
14
14
77
50
29
49
118
66
16
14
7
42
28
77
134
31
7
91
7
16
60
35
14
49
52
16
39
66
30
21
21
39
35
115
44
18
70
35
126
28
25
14
38
70
14
67
87
31
63
59
24
112
32
60
44
35
21
24
21
15
39
18
45
38
56
21
95
49
4
39
38
130
28
25
30
137
44
17
46
39
60
73
4
12
119
21
28
21
17
15
32
31
25
200
30
176
38
66
29
14
23
28
109
11
4
122
16
46
93
17
17
65
67
4
46
18
80
17
39
144
24
16
37
101
52
46
52
10
15
4
17
30
29
45
73
8
21
59
66
80
60
24
18
18
38
45
115
38
17
52
15
51
50
22
11
46
15
116
17
24
182
17
16
44
44
24
17
87
23
52
37
38
18
11
51
52
71
129
86
16
58
14
87
94
14
122
38
115
52
147
86
29
17
52
21
80
27
28
51
30
30
23
35
42
43
52
109
21
43
16
128
15
22
80
94
24
58
31
65
52
150
73
59
45
17
10
37
84
43
59
36
52
100
49
73
91
219
63
8
151
57
142
71
8
15
71
15
29
43
67
141
30
44
84
59
113
30
29
57
46
36
84
50
45
60
126
29
37
58
65
56
79
56
56
134
29
56
44
18
15
57
32
21
53
85
88
58
56
240
24
23
22
92
15
31
70
91
23
134
70
56
30
42
36
72
15
52
29
37
36
49
15
59
147
64
50
22
70
99
15
92
32
71
94
28
70
36
15
15
36
56
36
23
44
31
50
92
70
57
45
245
113
35
22
70
109
15
35
7
11
99
64
35
7
32
38
15
17
99
35
50
22
29
15
91
22
36
157
53
56
162
15
17
59
22
24
56
15
60
59
130
74
21
43
11
42
32
56
28
77
7
21
56
56
10
28
10
77
43
32
21
147
10
88
56
94
39
39
60
106
59
21
32
35
39
14
161
17
30
95
92
15
23
31
178
28
14
63
38
59
66
35
31
30
51
94
70
24
21
49
10
28
21
42
25
32
70
77
39
24
10
46
73
36
49
52
30
161
21
140
37
81
77
21
22
53
71
14
91
21
23
87
42
59
51
73
171
156
32
16
17
66
32
39
18
18
25
28
10
31
38
101
32
16
17
44
51
49
50
21
78
91
93
45
23
43
32
51
24
49
79
43
65
71
30
28
10
10
10
9
16
45
44
11
94
21
77
74
73
177
31
24
45
24
17
49
28
21
59
21
24
24
24
59
57
24
31
31
24
43
43
115
21
65
15
10
16
30
31
38
50
59
30
59
17
17
14
58
84
7
31
36
59
23
73
16
36
17
14
8
46
16
59
71
16
80
44
10
17
15
10
24
120
72
31
28
52
31
59
34
140
31
50
16
31
10
63
80
15
17
59
29
52
100
21
16
21
30
14
94
16
30
15
100
42
17
64
7
15
28
37
57
56
42
22
43
29
46
71
58
28
126
8
36
49
29
50
78
57
58
83
44
29
63
92
35
22
37
15
51
70
49
51
63
37
23
17
50
22
58
49
44
15
43
36
57
15
16
21
28
71
72
22
70
25
15
35
119
63
102
11
49
37
43
8
50
42
29
86
29
21
25
116
43
28
21
28
105
56
39
22
79
66
72
7
29
22
56
21
8
98
36
25
35
11
42
23
66
18
21
9
50
64
21
42
46
32
72
29
28
24
14
67
35
86
53
21
207
21
21
28
53
168
77
21
56
35
49
8
25
4
56
109
49
57
59
46
64
91
4
151
102
14
10
14
21
21
18
142
113
23
105
63
23
32
63
35
28
16
56
79
32
35
39
105
51
28
7
59
21
35
51
24
28
53
16
24
21
7
28
57
87
49
147
126
4
18
39
28
35
23
51
57
28
46
49
7
25
58
28
30
17
14
73
100
22
32
31
87
50
93
7
102
77
65
53
148
71
92
63
78
49
100
65
116
17
59
79
101
27
23
10
66
73
44
24
38
16
21
65
22
23
14
6
9
29
80
49
95
17
161
178
17
37
24
23
24
24
38
17
17
144
51
24
58
7
87
58
74
51
37
51
11
17
86
38
52
17
128
58
17
88
135
85
24
99
10
28
9
16
23
44
113
9
60
22
79
51
73
8
36
44
10
15
85
92
65
50
66
13
79
66
73
14
65
52
67
44
30
25
23
37
65
15
73
65
9
43
23
10
58
79
66
65
100
23
30
65
15
30
63
23
9
65
31
23
10
58
30
98
59
17
23
45
18
78
108
58
9
86
58
37
15
16
23
101
58
23
36
36
49
8
44
79
35
100
57
35
52
17
16
65
8
21
58
36
72
63
81
22
21
23
14
7
43
51
22
22
22
23
9
31
22
8
23
56
23
51
23
71
42
30
30
57
22
23
16
28
43
51
11
211
51
28
72
9
9
53
32
37
42
4
23
168
43
35
8
78
49
120
24
31
65
123
25
119
78
21
8
18
126
66
43
18
116
84
15
21
10
106
154
7
77
113
56
51
43
74
74
28
24
43
25
35
28
24
21
203
43
49
77
74
42
73
14
193
7
99
42
7
49
74
17
28
112
77
8
51
43
63
147
22
130
92
288
49
46
63
56
105
32
57
73
9
50
17
35
16
25
85
35
3
16
8
28
50
14
23
4
58
7
77
17
10
46
112
119
74
38
35
49
38
31
24
88
35
28
24
25
63
45
38
140
35
77
25
4
46
32
24
133
197
32
46
95
35
8
23
32
17
116
109
58
28
17
25
56
21
4
38
18
11
115
36
24
39
42
116
42
39
25
60
32
10
28
53
94
129
140
10
4
7
59
44
4
46
59
136
101
4
49
39
45
8
60
24
24
115
25
23
81
109
45
60
53
72
15
42
52
66
22
66
32
80
137
65
84
17
16
80
24
74
115
4
66
24
3
21
24
141
24
24
115
60
29
66
43
24
10
42
78
45
143
136
45
179
80
24
45
120
51
10
52
66
98
16
80
31
17
45
9
17
52
76
8
10
59
7
9
114
17
24
16
8
38
5
10
102
43
16
151
24
10
51
58
10
59
50
87
8
9
25
10
58
122
72
59
17
38
66
66
128
45
17
17
58
8
49
30
7
16
44
276
31
22
59
72
64
36
9
16
24
23
73
16
45
10
94
26
36
37
41
9
23
38
16
14
114
50
9
56
8
17
113
16
99
58
29
16
119
36
22
30
93
43
51
28
77
72
107
37
51
36
51
49
106
43
10
9
20
79
105
23
42
120
22
93
18
22
25
79
51
92
58
45
29
50
37
15
26
86
140
29
14
21
16
37
30
9
16
36
2
2
9
37
127
44
41
226
78
219
64
9
23
177
39
142
43
31
15
14
50
39
80
71
87
29
36
8
22
119
13
14
55
58
8
35
46
28
176
29
85
8
40
57
79
32
42
33
78
191
9
8
47
15
8
77
9
78
113
8
15
25
14
22
22
202
53
42
50
193
36
86
57
35
14
6
29
23
15
91
67
45
84
15
32
7
78
41
15
18
90
70
39
66
14
35
42
15
43
77
50
15
38
13
161
32
35
71
21
8
21
125
70
70
112
20
14
49
70
105
56
15
90
77
72
11
42
76
195
47
40
98
130
105
53
50
100
18
137
17
98
49
32
28
21
56
7
106
154
217
56
40
7
39
140
60
118
88
49
20
76
87
71
86
41
6
65
26
35
40
20
30
70
49
90
70
57
49
36
126
27
35
88
14
112
91
27
18
133
73
74
55
34
4
33
28
56
33
42
60
90
18
34
6
70
139
11
42
21
63
53
69
38
3
91
50
13
69
60
109
33
7
53
3
6
39
9
27
34
34
6
158
27
67
62
14
41
68
13
80
10
57
22
30
109
29
39
28
50
38
22
45
41
40
64
109
27
4
41
48
32
56
18
52
29
151
13
144
27
47
24
74
10
46
50
23
74
68
29
57
19
66
67
38
27
52
37
104
65
94
24
41
20
12
33
12
21
12
69
25
72
32
45
58
60
111
37
10
16
8
55
64
126
55
221
65
25
106
76
44
39
67
40
80
39
22
83
36
45
73
8
63
49
68
92
71
68
64
60
111
158
91
67
61
67
67
25
114
28
46
31
51
110
32
133
87
83
31
8
199
39
7
87
8
51
21
15
31
137
31
57
99
48
11
73
28
51
85
31
80
15
49
42
50
38
106
9
65
107
101
93
24
57
192
17
15
21
52
66
44
80
59
24
59
57
113
45
20
21
10
51
59
17
29
62
3
50
29
51
58
101
22
59
44
136
80
79
99
66
62
49
63
36
31
57
48
23
43
74
66
52
88
66
101
44
79
52
31
65
154
81
86
49
7
49
46
86
38
45
71
51
114
98
113
51
106
58
50
66
31
50
212
10
37
73
136
99
58
72
36
79
58
92
17
30
52
43
86
23
63
88
31
113
22
73
105
59
112
30
38
71
72
112
100
28
30
43
30
64
66
21
86
58
30
181
30
64
45
16
128
27
29
65
29
49
62
29
63
41
83
23
22
71
64
44
106
71
21
94
113
37
46
198
25
123
43
105
64
8
43
65
56
36
27
83
41
85
36
22
106
64
63
65
100
73
100
36
64
112
28
66
15
63
126
99
141
65
28
43
27
150
37
14
22
22
65
49
38
23
148
8
43
141
50
8
72
99
99
103
22
64
56
97
15
7
73
49
90
93
38
27
17
85
134
77
28
58
30
80
113
64
8
38
99
45
113
45
8
50
15
34
50
15
113
43
113
27
57
155
25
35
22
18
29
43
63
105
17
22
31
21
97
43
24
29
30
29
50
63
150
38
98
36
21
42
52
204
15
43
28
63
40
56
64
97
5
48
31
37
35
7
97
69
38
29
99
29
49
17
84
23
22
50
63
13
83
36
113
64
45
43
48
77
35
57
161
84
57
7
7
58
27
49
70
29
36
146
52
70
26
64
7
7
52
35
42
43
64
71
13
70
98
52
29
105
117
84
69
22
133
161
58
202
17
26
42
22
18
21
84
102
49
178
42
20
70
31
79
154
14
22
48
39
28
56
48
74
41
13
112
30
26
58
48
16
26
76
4
28
87
33
7
24
6
83
49
82
88
56
146
38
22
14
42
59
21
45
34
111
22
69
5
10
141
17
80
19
21
61
13
92
58
26
45
46
57
84
130
28
109
13
65
52
25
59
6
34
79
40
80
14
45
101
13
60
37
13
27
34
69
32
176
24
27
143
45
35
32
97
34
51
39
43
62
117
127
102
39
49
10
69
69
13
60
6
9
55
80
95
23
185
11
66
104
13
66
41
21
39
25
62
39
58
67
21
17
100
62
116
69
30
34
128
37
17
41
23
53
60
60
61
67
32
59
10
27
36
61
38
38
20
24
59
26
87
97
66
90
25
18
47
18
53
206
95
20
58
32
77
39
73
59
17
123
76
27
20
91
38
56
45
41
101
69
104
91
17
10
13
66
50
41
25
58
21
114
60
52
56
60
57
24
64
10
80
52
62
141
29
45
66
90
46
81
79
65
59
63
86
10
6
100
37
52
79
85
30
30
64
32
8
72
9
64
38
7
34
52
66
25
23
52
91
3
36
93
108
66
36
43
48
59
63
10
10
59
10
113
10
58
56
45
10
24
64
120
16
36
59
43
63
101
59
91
29
65
57
59
59
38
164
64
157
101
51
270
86
31
95
21
42
59
22
35
42
93
67
3
35
86
64
50
57
79
30
51
65
57
50
57
10
87
56
111
10
66
64
35
34
15
42
199
93
58
22
23
50
93
30
57
63
80
45
64
3
66
58
56
37
52
29
31
76
99
108
45
9
8
9
58
8
7
8
101
38
40
34
76
9
79
22
30
94
50
16
69
99
15
93
44
8
51
30
109
90
36
43
36
55
37
37
58
23
78
174
64
28
64
112
34
30
39
8
51
16
44
36
44
9
79
58
45
43
162
30
37
11
106
16
23
53
30
168
65
17
23
93
92
49
43
57
128
16
92
81
43
58
148
36
211
29
36
36
43
71
51
29
58
212
41
64
8
8
50
54
52
136
64
64
190
9
15
22
105
30
63
84
42
21
57
22
32
41
22
41
36
92
22
1
43
22
64
71
167
8
43
64
112
8
91
16
14
36
46
36
77
48
60
21
32
14
11
78
43
70
29
38
56
50
22
108
35
29
28
41
22
15
22
52
34
4
64
57
35
46
63
35
36
22
35
57
17
76
42
77
50
91
63
74
87
50
13
6
78
56
4
71
77
126
78
43
175
53
15
50
22
49
105
200
21
21
28
32
21
56
127
14
153
7
53
7
46
66
63
53
147
52
11
56
83
40
11
8
8
21
62
126
21
63
51
31
101
7
21
36
56
7
35
69
29
34
49
86
29
7
34
7
31
59
35
58
100
61
20
35
7
23
32
37
102
21
18
69
63
7
34
39
77
10
154
154
119
7
51
62
63
86
16
63
62
39
66
105
56
7
29
48
28
56
63
14
48
88
52
160
28
42
35
11
77
119
25
50
6
77
70
31
111
132
74
39
63
34
32
174
49
49
16
18
74
60
21
48
62
42
22
97
186
33
4
7
59
72
62
39
6
24
5
112
83
11
27
84
77
102
174
21
59
20
41
5
43
127
182
90
27
62
20
29
36
74
146
36
122
27
11
24
100
6
30
73
89
20
57
84
106
34
17
60
57
62
22
27
90
83
14
46
41
69
29
46
25
50
88
52
24
25
33
32
42
59
29
17
50
60
38
55
53
25
17
38
71
37
29
58
88
40
92
38
9
73
32
23
74
39
39
75
171
37
32
31
67
38
17
130
7
52
10
65
43
27
28
46
31
44
53
92
88
15
16
53
148
31
38
95
18
51
53
107
52
39
66
30
71
98
86
53
108
59
14
11
39
44
30
83
65
59
23
38
24
51
22
17
51
9
59
59
113
99
25
14
24
58
35
9
4
186
4
51
59
56
31
51
49
48
51
184
25
45
25
35
94
4
17
50
36
45
31
3
53
92
38
17
38
85
78
30
29
15
24
27
113
31
50
28
50
30
42
51
50
57
9
16
49
7
15
45
57
79
64
100
36
55
38
17
49
29
16
60
71
9
92
60
84
88
85
35
94
63
78
29
44
28
69
41
43
78
71
9
107
198
51
92
35
36
72
94
135
79
85
111
72
139
21
72
15
51
36
71
65
50
148
114
16
25
99
42
46
84
18
18
154
72
43
6
21
16
57
58
36
70
50
106
113
59
57
45
32
72
58
85
31
50
23
86
126
17
58
100
70
38
30
44
98
37
50
36
62
65
50
57
85
51
36
64
167
22
23
43
25
49
35
4
29
63
46
29
129
23
15
22
88
78
10
4
77
18
22
22
43
8
85
57
8
43
18
18
22
90
11
49
57
7
57
22
43
31
77
49
52
28
63
22
7
29
80
71
78
31
57
8
4
22
50
36
70
105
50
115
44
39
49
112
189
49
6
17
42
15
106
151
92
66
29
29
39
116
57
81
45
73
45
20
8
73
102
53
98
31
28
70
70
42
60
111
20
28
53
56
63
78
99
63
23
56
70
28
63
95
8
77
136
21
36
51
58
70
84
31
45
35
18
36
63
28
28
66
56
56
77
31
80
14
55
105
88
53
111
20
49
85
63
58
15
28
6
14
46
55
81
73
91
52
49
23
27
126
20
118
52
14
35
108
6
56
21
48
32
35
91
58
122
21
49
4
56
80
91
18
69
52
140
48
8
25
53
56
69
179
165
55
14
58
35
22
52
52
147
55
16
102
55
62
38
154
38
63
45
17
63
46
60
55
176
41
36
24
46
88
88
158
31
69
45
60
55
48
28
24
186
53
44
80
81
87
2
71
53
184
31
27
58
88
25
38
25
18
38
129
67
65
11
53
46
52
53
44
18
36
53
37
86
18
45
50
11
72
178
25
59
38
51
78
66
45
87
39
78
72
73
101
45
53
87
108
18
31
52
4
44
15
24
24
9
24
67
10
17
17
92
63
38
45
24
17
59
7
3
17
44
50
73
143
24
129
10
94
52
59
29
22
31
49
57
17
51
52
66
101
24
23
45
50
121
59
43
114
11
17
114
59
71
24
31
38
101
66
51
10
44
51
44
3
10
31
52
57
37
99
51
45
38
52
44
44
39
93
58
45
30
10
38
38
15
49
52
86
29
64
9
50
66
50
9
58
22
51
24
65
65
51
51
44
134
4
9
79
14
9
8
28
37
80
28
100
29
51
86
18
51
65
149
64
79
64
57
58
37
105
44
59
37
182
107
17
32
121
93
72
42
28
25
32
72
30
22
38
16
44
135
78
46
93
71
29
16
64
79
51
29
59
100
22
16
64
14
44
71
99
92
51
99
29
79
74
99
63
23
28
74
49
51
8
46
21
24
191
38
57
35
30
58
38
30
43
99
86
57
92
80
43
8
35
23
29
51
23
120
39
51
93
186
21
120
45
80
8
30
50
28
66
64
64
50
22
28
15
22
113
85
57
30
64
50
99
59
17
16
18
42
38
123
50
10
56
81
85
50
16
120
46
32
49
43
22
122
92
50
14
109
21
29
50
52
7
154
28
44
71
8
58
15
72
78
67
46
30
59
50
29
45
67
21
134
189
22
42
28
133
112
43
126
46
46
22
66
64
63
14
21
22
39
56
105
43
29
29
35
74
64
78
15
29
29
58
46
42
63
35
38
169
51
133
112
